,Links,Price,Title,Adress,Scraping date,Offer number,Surface,Number of rooms,Market type,Building type,Floor,Number of floors in building,Windows type,Heating type,Construction year,Property condition,Monthly charges,Ownership
206,https://www.otodom.pl/pl/oferta/2-pokoje-ursus-skoroszewska-duzy-taras-ID4dFrb,679 000 zł,2 pokoje | Ursus | Skoroszewska | Duży taras,"Warszawa, Ursus",2021-11-05,62362897,"49,30 m²",2,wtórny,apartamentowiec,6,6,n/a,miejskie,2011,do zamieszkania,640 zł,spółdzielcze wł. z KW
207,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-na-pieknym-powislu-ID4dFyB,390 000 zł,Słoneczna kawalerka na pięknym Powiślu,"Warszawa, Śródmieście, św. Franciszka Salezego",2021-11-05,62363357,20 m²,1,wtórny,blok,1,10,n/a,n/a,1966,do zamieszkania,n/a,pełna własność
208,https://www.otodom.pl/pl/oferta/okazja-3-pokoje-przy-metrze-ID4dItm,649 000 zł,Okazja! 3 pokoje przy Metrze,"Warszawa, Praga-Północ, Białostocka",2021-11-05,62374564,"61,40 m²",3,wtórny,blok,8,10,n/a,miejskie,1983,do zamieszkania,n/a,spółdzielcze wł. z KW
209,https://www.otodom.pl/pl/oferta/piekna-kawalerka-z-tarasem-swietokrzyska-ID4dIwE,470 000 zł,Piękna kawalerka z tarasem | Świętokrzyska,"Warszawa, Śródmieście, Świętokrzyska",2021-11-05,62374706,25 m²,1,wtórny,blok,1,7,n/a,miejskie,1956,do zamieszkania,270 zł,pełna własność
210,https://www.otodom.pl/pl/oferta/zlota-2pok-balkon-widok-na-pkin-ID4dFr6,690 000 zł,Złota 2pok balkon | Widok na PkiN,"Warszawa, Śródmieście, Złota",2021-11-05,62362892,36 m²,2,wtórny,blok,3,10,n/a,n/a,1965,do remontu,400 zł,pełna własność
211,https://www.otodom.pl/pl/oferta/ursus-przy-pkp-niedzwiadek-do-remontu-3-pokoje-ID4dyrN,430 000 zł,Ursus Przy Pkp Niedzwiadek | Do Remontu | 3 Pokoje,"Warszawa, Ursus, Orląt Lwowskich",2021-11-05,62336027,49 m²,3,wtórny,blok,8,11,n/a,miejskie,1970,do remontu,440 zł,spółdzielcze własnościowe
212,https://www.otodom.pl/pl/oferta/urusus-2-pokoje-umeblowane-40m-roi-4-ID4dyrS,389 000 zł,Urusus | 2 Pokoje | Umeblowane | 40m | Roi 4%,"Warszawa, Ursus, Balbinki",2021-11-05,62336032,"40,81 m²",2,wtórny,blok,3,4,n/a,miejskie,1966,do zamieszkania,630 zł,spółdzielcze własnościowe
213,https://www.otodom.pl/pl/oferta/kawalerka-metro-ks-janusza-balkon-ID4dC0Z,329 000 zł,Kawalerka | Metro Ks.Janusza | Balkon,"Warszawa, Wola, Redutowa",2021-11-05,62349741,25 m²,1,wtórny,blok,7,11,n/a,miejskie,1970,n/a,300 zł,pełna własność
214,https://www.otodom.pl/pl/oferta/50-m2-3-pokoje-muranow-ciche-inwestycja-ID4dprc,680 000 zł,50 m2 | 3 pokoje | Muranów | Ciche | Inwestycja,"Warszawa, Wola, Smocza",2021-11-05,62301394,50 m²,3,wtórny,blok,parter,3,n/a,miejskie,1961,do remontu,700 zł,pełna własność
215,https://www.otodom.pl/pl/oferta/sloneczne-3-pokoje-na-targowku-ID4dxi0,520 000 zł,Słoneczne 3 pokoje na Targówku,"Warszawa, Targówek, Targówek Mieszkaniowy, Janinówka",2021-11-05,62331576,"53,80 m²",3,wtórny,blok,8,12,n/a,miejskie,1977,do remontu,600 zł,spółdzielcze własnościowe
216,https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-na-dolnym-mokotowie-ID4dIVo,950 000 zł,2-pokojowy apartament na Dolnym Mokotowie,"Warszawa, Mokotów, Dolny Mokotów, ul. Chełmska",2021-11-05,62376364,"56,46 m²",2,wtórny,kamienica,1,3,plastikowe,miejskie,1945,do zamieszkania,500 zł,pełna własność
217,https://www.otodom.pl/pl/oferta/3-p-zawady-osiedle-tulip-inwestycja-oddana-ID4cwdE,640 000 zł,3 p. Zawady. Osiedle Tulip. INWESTYCJA ODDANA,"Warszawa, Wilanów, ul. Zygmunta Vogla",2021-11-05,62085290,65 m²,3,pierwotny,apartamentowiec,2,2,plastikowe,miejskie,2021,do wykończenia,n/a,pełna własność
218,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-praga-polnoc-bezposrdnio-ID4dUuZ,627 000 zł,"mieszkanie 3 pokoje, Praga Północ, bezpośrdnio","Warszawa, Praga-Północ, ul. Wiosenna",2021-11-05,62420793,57 m²,3,wtórny,blok,6,10,plastikowe,miejskie,1973,do zamieszkania,n/a,spółdzielcze własnościowe
219,https://www.otodom.pl/pl/oferta/2pok-30m2-metro-400m-ID4dis7,378 000 zł,2pok | 30m2 | Metro 400m,"Warszawa, Wola, Tadeusza Krępowieckiego",2021-11-05,62274543,"29,70 m²",2,wtórny,blok,1,10,n/a,n/a,1975,n/a,370 zł,pełna własność
220,https://www.otodom.pl/pl/oferta/2pok-28m2-samo-centrum-warszawy-ID4djDh,410 000 zł,2pok | 28m2 | Samo Centrum Warszawy,"Warszawa, Śródmieście, al. Jana Pawła II",2021-11-05,62279079,28 m²,2,wtórny,blok,> 10,14,n/a,n/a,1970,n/a,500 zł,spółdzielcze wł. z KW
221,https://www.otodom.pl/pl/oferta/sloneczne-2-pokoje-kamienica-w-centrum-ID4dk8q,799 000 zł,Słoneczne 2 pokoje | Kamienica w Centrum,"Warszawa, Śródmieście, Chmielna",2021-11-05,62281010,53 m²,2,wtórny,kamienica,4,7,n/a,miejskie,1936,do remontu,n/a,pełna własność
222,https://www.otodom.pl/pl/oferta/300-m-metro-marymont-45-5-m2-2-pok-balkon-ID4dlyl,499 000 zł,"300 m. Metro Marymont | 45,5 m2 | 2 pok. | Balkon","Warszawa, Żoliborz, ks. Jerzego Popiełuszki",2021-11-05,62286461,"45,50 m²",2,wtórny,blok,10,10,n/a,miejskie,1968,do remontu,500 zł,pełna własność
223,https://www.otodom.pl/pl/oferta/2pok-30m2-powisle-ID4dicQ,450 000 zł,2pok | 30m2 | Powiśle,"Warszawa, Śródmieście, Powiśle, Solec",2021-11-05,62273596,"30,50 m²",2,wtórny,blok,parter,8,n/a,n/a,1968,do remontu,400 zł,pełna własność
224,https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-wola-balkon-ID4dicE,389 000 zł,Kawalerka po remoncie | Wola | Balkon,"Warszawa, Wola, Zawiszy",2021-11-05,62273584,26 m²,1,wtórny,blok,3,4,n/a,n/a,1960,n/a,350 zł,pełna własność
225,https://www.otodom.pl/pl/oferta/2pok-30m2-metro-100m-ID4dicN,405 000 zł,2pok | 30m2 | Metro 100m,"Warszawa, Wola, Okocimska",2021-11-05,62273593,"30,50 m²",2,wtórny,blok,6,10,n/a,n/a,1975,do remontu,350 zł,pełna własność
226,https://www.otodom.pl/pl/oferta/kawalerka-ursus-skorosze-inwestycja-4-roi-ID4d8FK,299 000 zł,Kawalerka Ursus Skorosze Inwestycja 4% Roi,"Warszawa, Ursus, Walerego Sławka",2021-11-05,62236948,"29,30 m²",1,wtórny,blok,2,4,n/a,miejskie,1965,do zamieszkania,350 zł,spółdzielcze własnościowe
227,https://www.otodom.pl/pl/oferta/jasne-i-umeblowane-ID4dceP,515 000 zł,Jasne i umeblowane,"Warszawa, Bemowo, Lazurowa",2021-11-05,62250655,"38,50 m²",1,wtórny,blok,1,6,n/a,n/a,2017,do zamieszkania,350 zł,pełna własność
228,https://www.otodom.pl/pl/oferta/genialna-lokalizacja-kamienica-2-pokoje-41m-ID4deHn,515 000 zł,Genialna lokalizacja | Kamienica | 2 pokoje | 41m,"Warszawa, Wola, Leszno",2021-11-05,62260113,"40,70 m²",2,wtórny,kamienica,3,4,n/a,n/a,n/a,do remontu,450 zł,spółdzielcze wł. z KW
229,https://www.otodom.pl/pl/oferta/60-m2-las-kabacki-metro-natolin-balkon-kw-ID4dhtS,680 000 zł,60 m2 | Las Kabacki | Metro Natolin | Balkon | Kw,"Warszawa, Ursynów, Natolin, rtm. Witolda Pileckiego",2021-11-05,62270808,60 m²,2,wtórny,blok,2,3,n/a,miejskie,2001,do zamieszkania,700 zł,spółdzielcze wł. z KW
230,https://www.otodom.pl/pl/oferta/2-pok-gotowe-do-wprowadzenia-sie-ID4cZpX,499 000 zł,2 Pok | Gotowe Do Wprowadzenia Się,"Warszawa, Bielany, Zgrupowania AK Żmija",2021-11-05,62201373,39 m²,2,wtórny,blok,4,4,n/a,n/a,n/a,do zamieszkania,n/a,pełna własność
231,https://www.otodom.pl/pl/oferta/metro-ursynow-28-m2-ogrodek-ID4d5hL,360 000 zł,Metro | Ursynów | 28 m2 | Ogródek,"Warszawa, Ursynów",2021-11-05,62223929,28 m²,1,wtórny,blok,parter,5,n/a,miejskie,1982,do remontu,320 zł,spółdzielcze wł. z KW
232,https://www.otodom.pl/pl/oferta/swiezo-wyremontowane-miedzy-dwoma-parkami-ID4d8sR,699 000 zł,Świeżo wyremontowane między dwoma parkami,"Warszawa, Żoliborz, Izabelli",2021-11-05,62236149,56 m²,3,wtórny,blok,1,4,n/a,n/a,1975,n/a,550 zł,spółdzielcze własnościowe
233,https://www.otodom.pl/pl/oferta/46-m2-2-pokoje-balkon-bemowo-ID4cW5M,480 000 zł,46 m2 | 2 pokoje | balkon | Bemowo,"Warszawa, Bemowo, Gustawa Morcinka",2021-11-05,62184746,"48,10 m²",2,wtórny,blok,3,7,n/a,n/a,1990,do remontu,625 zł,pełna własność
234,https://www.otodom.pl/pl/oferta/2-pokojowe-ursus-skorosze-inwestycja-4-roi-ID4cWpe,351 400 zł,2 pokojowe Ursus Skorosze | Inwestycja 4% Roi,"Warszawa, Ursus, Walerego Sławka",2021-11-05,62185952,"35,50 m²",2,wtórny,blok,4,4,n/a,miejskie,1970,do zamieszkania,450 zł,spółdzielcze wł. z KW
235,https://www.otodom.pl/pl/oferta/gotowy-apartament-z-ogrodkiem-2-pokoje-ID4cXql,749 000 zł,Gotowy apartament z ogródkiem | 2 pokoje,"Warszawa, Bemowo",2021-11-05,62193709,56 m²,2,wtórny,apartamentowiec,n/a,10,n/a,n/a,2020,do zamieszkania,524 zł,pełna własność
236,https://www.otodom.pl/pl/oferta/1pok-32m2-park-moczydlo-ID4cOSP,335 000 zł,1pok | 32m2 | Park Moczydło,"Warszawa, Wola, Obozowa",2021-11-05,62160879,32 m²,1,wtórny,blok,2,2,n/a,n/a,1950,n/a,320 zł,pełna własność
237,https://www.otodom.pl/pl/oferta/wprowadz-sie-na-gotowe-metro-200-m-ID4cQaT,599 000 zł,Wprowadź się na gotowe | Metro 200 M,"Warszawa, Bielany, Dantego",2021-11-05,62165843,55 m²,3,wtórny,blok,parter,11,n/a,n/a,1975,do zamieszkania,n/a,spółdzielcze wł. z KW
238,https://www.otodom.pl/pl/oferta/nowe-jasne-1-pokoj-ID4cW0R,485 000 zł,"Nowe, jasne 1 pokój","Warszawa, Bemowo, Narwik",2021-11-05,62184441,36 m²,1,wtórny,blok,1,3,n/a,n/a,2020,do zamieszkania,n/a,pełna własność
239,https://www.otodom.pl/pl/oferta/50-m2-3-pokoje-metro-bemowo-balkon-ID4cC6p,530 000 zł,50 m2 | 3 pokoje | Metro | Bemowo | Balkon,"Warszawa, Bemowo, Rozłogi",2021-11-05,62111749,"50,70 m²",3,wtórny,blok,3,3,n/a,miejskie,1977,do zamieszkania,530 zł,spółdzielcze wł. z KW
240,https://www.otodom.pl/pl/oferta/1pok-23m2-kamienica-ogrod-krasinskich-ID4cEFm,415 000 zł,1pok | 23m2 | Kamienica | Ogród Krasińskich,"Warszawa, Śródmieście, gen. Władysława Andersa",2021-11-05,62121604,23 m²,1,wtórny,kamienica,7,7,n/a,n/a,1950,n/a,n/a,pełna własność
241,https://www.otodom.pl/pl/oferta/2-pok-arkadia-metro-plac-wilsona-ID4cFne,579 000 zł,2 pok. | Arkadia | Metro Plac Wilsona,"Warszawa, Żoliborz, Władysława Broniewskiego",2021-11-05,62124324,"50,50 m²",2,wtórny,blok,4,4,plastikowe,n/a,n/a,n/a,n/a,n/a
242,https://www.otodom.pl/pl/oferta/ciekawa-oferta-dla-singla-i-na-cele-inwestycyjne-ID4cxLA,330 000 zł,Ciekawa oferta dla singla i na cele inwestycyjne,"Warszawa, Żoliborz, Elbląska",2021-11-05,62095082,24 m²,1,wtórny,blok,6,10,n/a,n/a,n/a,n/a,n/a,spółdzielcze własnościowe
243,https://www.otodom.pl/pl/oferta/piekne-3-pokojowe-mieszkanie-na-bliskiej-woli-ID4dIkv,655 000 zł,Piękne 3 pokojowe mieszkanie na bliskiej Woli,"Warszawa, Wola, Górczewska 10",2021-11-05,62374016,"52,70 m²",3,wtórny,blok,1,10,plastikowe,miejskie,1970,do zamieszkania,550 zł,pełna własność
244,https://www.otodom.pl/pl/oferta/nowe-ladny-widok-praga-pld-grochowska-ostrbrm-ID4dKyI,579 990 zł,"Nowe, Ładny widok, Praga Płd,, Grochowska/Ostrbrm.","Warszawa, Praga-Południe",2021-11-05,62382584,"47,66 m²",2,wtórny,n/a,8,8,aluminiowe,miejskie,2020,do wykończenia,n/a,pełna własność
245,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-bielany-52-2m2-3-pokoje-ID4dXkk,780 000 zł,"Mieszkanie Warszawa Bielany 52,2m2 3 pokoje","Warszawa, Bielany, ul. Stefana Żeromskiego",2021-11-05,62431664,"52,20 m²",3,pierwotny,apartamentowiec,1,5,n/a,n/a,2021,n/a,n/a,pełna własność
246,https://www.otodom.pl/pl/oferta/1pok-23m2-kamienica-ogrod-krasinskich-ID4cEFm,415 000 zł,1pok | 23m2 | Kamienica | Ogród Krasińskich,"Warszawa, Śródmieście, gen. Władysława Andersa",2021-11-05,62121604,23 m²,1,wtórny,kamienica,7,7,n/a,n/a,1950,n/a,n/a,pełna własność
247,https://www.otodom.pl/pl/oferta/2-pok-arkadia-metro-plac-wilsona-ID4cFne,579 000 zł,2 pok. | Arkadia | Metro Plac Wilsona,"Warszawa, Żoliborz, Władysława Broniewskiego",2021-11-05,62124324,"50,50 m²",2,wtórny,blok,4,4,plastikowe,n/a,n/a,n/a,n/a,n/a
248,https://www.otodom.pl/pl/oferta/ciekawa-oferta-dla-singla-i-na-cele-inwestycyjne-ID4cxLA,330 000 zł,Ciekawa oferta dla singla i na cele inwestycyjne,"Warszawa, Żoliborz, Elbląska",2021-11-05,62095082,24 m²,1,wtórny,blok,6,10,n/a,n/a,n/a,n/a,n/a,spółdzielcze własnościowe
249,https://www.otodom.pl/pl/oferta/500m-m-lazurowa-68-m2-4-pokoje-balkon-las-ID4cxV3,679 000 zł,500m M. Lazurowa | 68 m2 | 4 pokoje | Balkon | Las,"Warszawa, Bemowo, Witolda Doroszewskiego",2021-11-05,62095731,68 m²,4,wtórny,blok,2,3,n/a,miejskie,1979,do remontu,700 zł,pełna własność
250,https://www.otodom.pl/pl/oferta/2-pokoje-przy-cytadeli-ID4cALd,570 000 zł,2 pokoje przy Cytadeli,"Warszawa, Żoliborz, Dymińska",2021-11-05,62106591,"40,50 m²",2,wtórny,kamienica,4,4,n/a,n/a,1936,do zamieszkania,500 zł,pełna własność
251,https://www.otodom.pl/pl/oferta/3pok-46m2-srodmiescie-ID4cb1k,609 000 zł,3pok | 46m2 | Śródmieście,"Warszawa, Wola, Smocza",2021-11-05,62007646,46 m²,3,wtórny,blok,3,9,n/a,n/a,1970,do wykończenia,500 zł,spółdzielcze wł. z KW
252,https://www.otodom.pl/pl/oferta/zaaranzuj-mieszkanie-po-swojemu-ID4cmyN,500 000 zł,| Zaaranżuj mieszkanie po swojemu |,"Warszawa, Bielany, Wólczyńska",2021-11-05,62052005,39 m²,2,wtórny,apartamentowiec,> 10,14,n/a,n/a,2020,n/a,n/a,pełna własność
253,https://www.otodom.pl/pl/oferta/2pok-27m2-rondo-onz-ID4cu0h,412 000 zł,2pok | 27m2 | Rondo Onz,"Warszawa, Wola, Krochmalna",2021-11-05,62080617,"27,50 m²",2,wtórny,blok,4,15,n/a,n/a,1970,n/a,350 zł,spółdzielcze własnościowe
254,https://www.otodom.pl/pl/oferta/2pok-38m2-centrum-ID4cuV2,680 000 zł,2pok | 38m2 | Centrum,"Warszawa, Śródmieście, Wspólna",2021-11-05,62084198,38 m²,2,wtórny,blok,7,11,n/a,miejskie,1970,n/a,500 zł,spółdzielcze wł. z KW
255,https://www.otodom.pl/pl/oferta/inwestycyjne-stare-miasto-2-pokoje-53-m2-ID4btkv,999 000 zł,"Inwestycyjne, Stare Miasto, 2 pokoje - 53 m2.","Warszawa, Śródmieście, Szeroki Dunaj",2021-11-05,61839700,"53,16 m²",2,wtórny,n/a,1,4,n/a,n/a,1949,do zamieszkania,600 zł,pełna własność
256,https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-42-m2-metro-nowy-swiat-ID4bDba,620 000 zł,"Przytulne, 2 pokoje-42 m2, Metro Nowy Świat","Warszawa, Śródmieście, Mikołaja Kopernika",2021-11-05,61877560,42 m²,2,wtórny,kamienica,5,6,n/a,miejskie,1929,do zamieszkania,650 zł,spółdzielcze własnościowe
257,https://www.otodom.pl/pl/oferta/inwestycyjne-3-pok-300m-park-skaryszewski-ID4b7SW,679 000 zł,Inwestycyjne 3 pok. | 300m Park Skaryszewski,"Warszawa, Praga-Południe, Międzynarodowa",2021-11-05,61757265,"54,50 m²",3,wtórny,n/a,6,10,n/a,n/a,1970,do remontu,500 zł,spółdzielcze własnościowe
258,https://www.otodom.pl/pl/oferta/34-m2-fort-bema-wysoki-standard-ID4beb2,450 000 zł,34 m2 | Fort Bema | Wysoki standard,"Warszawa, Bemowo, Edmunda Jana Osmańczyka",2021-11-05,61781452,34 m²,1,wtórny,apartamentowiec,parter,5,n/a,miejskie,2007,do zamieszkania,353 zł,pełna własność
259,https://www.otodom.pl/pl/oferta/inwestycyjne-3pok-67-75-m2-dzielna-ID4bsbF,990 000 zł,"Inwestycyjne 3pok. – 67,75 m2 | Dzielna","Warszawa, Śródmieście, Dzielna",2021-11-05,61835307,"67,75 m²",3,wtórny,kamienica,2,4,n/a,n/a,1954,do zamieszkania,n/a,pełna własność
260,https://www.otodom.pl/pl/oferta/sloneczne-inwestycyjne-2pok-scisle-centrum-ID49E4e,465 000 zł,Słoneczne inwestycyjne 2pok. | Ścisłe centrum,"Warszawa, Śródmieście, Chmielna",2021-11-05,61404318,26 m²,2,wtórny,kamienica,3,6,n/a,miejskie,1955,do zamieszkania,350 zł,pełna własność
261,https://www.otodom.pl/pl/oferta/gotowy-apartament-58-m2-taras-metro-ID4aNvl,710 000 zł,Gotowy Apartament | 58 m2 | Taras | Metro,"Warszawa, Bemowo, Grodkowska",2021-11-05,61678985,58 m²,2,wtórny,apartamentowiec,3,5,n/a,miejskie,2010,do zamieszkania,580 zł,pełna własność
262,https://www.otodom.pl/pl/oferta/2-pok-44m-blisko-galeria-mokotow-ID4b7vj,699 000 zł,2 pok.| 44m² | blisko Galeria Mokotów,"Warszawa, Mokotów, Cybernetyki",2021-11-05,61755863,44 m²,2,wtórny,apartamentowiec,2,7,n/a,n/a,2018,n/a,n/a,pełna własność
263,https://www.otodom.pl/pl/oferta/piekne-rentowne-65m-nad-balatonem-ID48NbU,600 000 zł,Piękne rentowne 65m nad Balatonem,"Warszawa, Praga-Południe, Orlego Lotu",2021-11-05,61201062,65 m²,5,wtórny,blok,7,10,n/a,miejskie,1981,do zamieszkania,n/a,pełna własność
264,https://www.otodom.pl/pl/oferta/nowe-gotowe-mieszkanie-m2-blisko-galerii-mokotow-ID4cmek,555 000 zł,"Nowe gotowe mieszkanie, M2 blisko Galerii Mokotów","Warszawa, Mokotów, Komputerowa",2021-11-05,62050736,"33,15 m²",2,wtórny,apartamentowiec,parter,5,plastikowe,miejskie,2020,do zamieszkania,250 zł,pełna własność
265,https://www.otodom.pl/pl/oferta/deweloperskie-metro-w-planie-dostepne-od-grudnia-ID4dOZS,835 000 zł,"Deweloperskie, metro w planie, dostępne od grudnia","Warszawa, Bemowo, Lazurowa",2021-11-05,62399644,"72,65 m²",3,pierwotny,blok,1,6,plastikowe,n/a,2021,do wykończenia,n/a,pełna własność
266,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-eolian-park-lip-4-51-ID4cjTP,530 728 zł,Nowe Mieszkanie Eolian Park LIP-4-51,"Warszawa, Ursus, ul. Ryżowa",2021-11-05,62041777,"60,31 m²",2,pierwotny,n/a,4,n/a,n/a,n/a,2023,n/a,n/a,n/a
267,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-eolian-park-vul-4-28-ID4cjSC,444 548 zł,Nowoczesne Mieszkanie Eolian Park VUL-4-28,"Warszawa, Ursus, ul. Ryżowa",2021-11-05,62041702,"53,56 m²",2,pierwotny,n/a,4,n/a,n/a,n/a,2023,n/a,n/a,n/a
268,https://www.otodom.pl/pl/oferta/twoje-mieszkanie-eolian-park-lip-p-35-ID4cjTm,357 512 zł,Twoje Mieszkanie Eolian Park LIP-P-35,"Warszawa, Ursus, ul. Ryżowa",2021-11-05,62041748,"38,86 m²",1,pierwotny,n/a,parter,n/a,n/a,n/a,2023,n/a,n/a,n/a
269,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-wlochach-okecie-63-5m-ID4cFby,825 000 zł,"2 pokojowe mieszkanie na Włochach. Okęcie 63,5m²","Warszawa, Włochy, Astronautów",2021-11-05,62123600,"63,50 m²",2,wtórny,blok,parter,3,plastikowe,miejskie,1960,do zamieszkania,825 zł,spółdzielcze wł. z KW
270,https://www.otodom.pl/pl/oferta/kawalerka-w-parku-po-remoncie-ID4dG0u,199 000 zł,Kawalerka w parku - po remoncie,"Warszawa, Ochota, ul. Stefana Batorego",2021-11-05,62365086,15 m²,1,wtórny,blok,parter,2,plastikowe,miejskie,2021,n/a,n/a,n/a
271,https://www.otodom.pl/pl/oferta/bezposrednio-bardzo-ciche-ID4e1j6,597 000 zł,Bezpośrednio. Bardzo ciche.,"Warszawa, Bielany, ul. Jana Kochanowskiego",2021-11-05,62446964,42 m²,3,wtórny,blok,2,4,plastikowe,miejskie,n/a,do zamieszkania,370 zł,spółdzielcze wł. z KW
272,https://www.otodom.pl/pl/oferta/mieszkanie-gotowe-do-wprowadzenia-ID4dWIK,799 900 zł,Mieszkanie gotowe do wprowadzenia,"Warszawa, Wawer, Marysin Wawerski, ul. Korkowa",2021-11-05,62425490,82 m²,3,wtórny,blok,1,3,plastikowe,miejskie,2010,do zamieszkania,n/a,pełna własność
273,https://www.otodom.pl/pl/oferta/ciche-3-pok-najwyzsza-jakosc-2-garaze-2-komorki-ID4dDmh,700 000 zł,Ciche 3 pok. najwyższa jakość 2 garaże 2 komórki,"Warszawa, Białołęka, Skarbka z Gór",2021-11-05,62354905,"70,10 m²",3,wtórny,blok,1,2,plastikowe,inne,2009,do zamieszkania,n/a,pełna własność
274,https://www.otodom.pl/pl/oferta/bielany-kwitnaca-9-balkon-45-m2-chomiczowka-ID4dVIo,450 000 zł,"Bielany, Kwitnaca 9, Balkon, 45 m2, Chomiczowka","Warszawa, Bielany, ul. Kwitnąca",2021-11-05,62429312,45 m²,2,wtórny,blok,8,15,plastikowe,miejskie,1979,do remontu,380 zł,spółdzielcze wł. z KW
275,https://www.otodom.pl/pl/oferta/nowy-loft-wysoki-standard-od-zaraz-warto-ID4cLY7,935 000 zł,"Nowy Loft, wysoki standard, od zaraz, Warto!","Warszawa, Praga-Północ, Targowa",2021-11-05,62149675,50 m²,2,pierwotny,apartamentowiec,2,5,plastikowe,miejskie,2021,do zamieszkania,400 zł,pełna własność
276,https://www.otodom.pl/pl/oferta/3-pokoje-z-duzym-balkonem-widok-na-park-ID4dwdK,789 000 zł,"3 pokoje z dużym balkonem, widok na park","Warszawa, Mokotów, Jadźwingów",2021-11-05,62323624,"61,26 m²",3,wtórny,blok,2,4,n/a,miejskie,1970,do remontu,n/a,spółdzielcze wł. z KW
277,https://www.otodom.pl/pl/oferta/bulwary-praskie-mieszkanie-nr-1-bud-r2-ID4cg4E,Zapytaj o cenę,"Bulwary Praskie - mieszkanie nr 1, bud. R2","Warszawa, mazowieckie",2021-11-05,62027072,"48,45 m²",2,pierwotny,n/a,parter,n/a,n/a,n/a,2023,n/a,n/a,n/a
278,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-na-jana-kazimierza-ID4dhjk,680 000 zł,Piękne mieszkanie na Jana Kazimierza,"Warszawa, Wola",2021-11-05,62270154,"47,31 m²",2,wtórny,blok,1,n/a,n/a,miejskie,2019,do zamieszkania,550 zł,n/a
279,https://www.otodom.pl/pl/oferta/30-metrowe-mieszkanie-w-srodmiesciu-ID4dhA1,480 000 zł,30 metrowe mieszkanie w Śródmieściu,"Warszawa, Śródmieście",2021-11-05,62271189,30 m²,1,wtórny,blok,1,3,n/a,miejskie,1960,do zamieszkania,300 zł,n/a
280,https://www.otodom.pl/pl/oferta/piekny-apartament-przy-ul-nowiniarskiej-ID4d1Xm,2 500 000 zł,Piękny apartament przy ul. Nowiniarskiej,"Warszawa, Śródmieście",2021-11-05,62211132,"103,41 m²",4,wtórny,apartamentowiec,1,5,n/a,miejskie,1978,do zamieszkania,566 zł,n/a
281,https://www.otodom.pl/pl/oferta/tanio-3-pokoje-dla-mlodych-inwestora-na-wynajem-ID4d1dv,429 000 zł,"Tanio 3 pokoje dla młodych, inwestora na wynajem.","Warszawa, Ursus, gen. Kazimierza Sosnkowskiego",2021-11-05,62208290,"46,30 m²",3,wtórny,blok,4,4,plastikowe,miejskie,1967,do zamieszkania,390 zł,n/a
282,https://www.otodom.pl/pl/oferta/2-pokoje-idealne-na-wynajem-lub-dla-singla-pary-ID4dEos,585 000 zł,2 pokoje idealne na wynajem lub dla singla/pary.,"Warszawa, Ochota, Stefana Bobrowskiego",2021-11-05,62358884,"48,15 m²",2,wtórny,blok,parter,3,plastikowe,miejskie,1956,do remontu,545 zł,pełna własność
283,https://www.otodom.pl/pl/oferta/luksusowy-apartament-3-pokoje-bielany-mlociny-ID4aHsW,1 400 000 zł,Luksusowy apartament/3 pokoje/Bielany/Młociny,"Warszawa, Bielany, Młociny",2021-11-05,61655709,105 m²,3,wtórny,apartamentowiec,8,8,n/a,miejskie,2017,do zamieszkania,600 zł,pełna własność
284,https://www.otodom.pl/pl/oferta/dobra-cena-4-pokoje-72m2-ciche-jasne-ID4dvMm,659 000 zł,"Dobra cena. 4 pokoje, 72m2, ciche, jasne.","Warszawa, Bemowo, Anieli Krzywoń",2021-11-05,62329614,"71,73 m²",4,wtórny,blok,7,12,plastikowe,miejskie,1975,n/a,720 zł,n/a
285,https://www.otodom.pl/pl/oferta/cisza-slonce-funkcjonalne-2-balkony-2-parkingi-ID4dFij,1 061 370 zł,"Cisza, słońce, funkcjonalne, 2 balkony, 2 parkingi","Warszawa, Wilanów, Sarmacka",2021-11-05,62362347,"78,62 m²",3,wtórny,apartamentowiec,2,4,drewniane,miejskie,2006,do remontu,n/a,pełna własność
286,https://www.otodom.pl/pl/oferta/przestrzenny-apartament-3-pok-os-wilno-ID4dYes,799 000 zł,Przestrzenny apartament 3 pok.Os.Wilno,"Warszawa, Targówek, ul. Zamkowa",2021-11-05,62435144,"69,50 m²",3,wtórny,blok,3,3,drewniane,miejskie,2004,do zamieszkania,900 zł,pełna własność
287,https://www.otodom.pl/pl/oferta/slonce-funkcjonalne-dwa-balkony-i-dwa-parkingi-ID4dDKb,1 237 275 zł,"Słońce, funkcjonalne, dwa balkony i dwa parkingi","Warszawa, Wilanów, Sarmacka",2021-11-05,62356387,"91,65 m²",3,wtórny,n/a,2,4,drewniane,n/a,2006,do zamieszkania,n/a,pełna własność
