,Links,Price,Title,Adress,Scraping date,Offer number,Surface,Number of rooms,Market type,Building type,Floor,Number of floors in building,Windows type,Heating type,Construction year,Property condition,Monthly charges,Ownership
659,https://www.otodom.pl/pl/oferta/apartament-przy-parku-kepa-potocka-ID4e4FO,1 170 000 zł,Apartament przy parku „Kępa Potocka”,"Warszawa, Żoliborz, ul. Gwiaździsta",44545,62459904,"93,60 m²",3,wtórny,apartamentowiec,3,13,drewniane,miejskie,2007,do zamieszkania,750 zł,pełna własność
660,https://www.otodom.pl/pl/oferta/inwestycyjnie-92-m2-przy-targowej-ID4e4MU,1 200 000 zł,Inwestycyjnie 92 m2 przy Targowej,"Warszawa, Praga-Północ",44544,62460344,92 m²,5,wtórny,kamienica,2,5,aluminiowe,gazowe,2010,do zamieszkania,n/a,pełna własność
661,https://www.otodom.pl/pl/oferta/mieszkanie-47m2-po-generalnym-remoncie-ID4e6uX,650 000 zł,Mieszkanie 47m2 po Generalnym Remoncie,"Warszawa, Ochota",44545,62466919,47 m²,3,wtórny,n/a,2,12,n/a,n/a,1968,do zamieszkania,530 zł,pełna własność
662,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-przy-parku-szczesliwickim-ID4e6uY,510 000 zł,Mieszkanie 2 pokojowe przy Parku Szczęśliwickim,"Warszawa, Ochota",44545,62466920,37 m²,2,wtórny,kamienica,3,n/a,n/a,n/a,n/a,do zamieszkania,n/a,pełna własność
663,https://www.otodom.pl/pl/oferta/bezposrednio-warszawa-ursus-62-m2-3pok-2018r-garaz-ID4e6L7,599 000 zł,Bezpośrednio Warszawa Ursus 62 m2 3pok 2018r garaż,"Warszawa, Ursus, ul. Ochocka",44545,62467921,"61,50 m²",3,wtórny,apartamentowiec,2,3,n/a,n/a,2018,do zamieszkania,700 zł,pełna własność
664,https://www.otodom.pl/pl/oferta/dwupokojowe-41-6-m2-dobra-wola-jana-kazimierza-ID4e8lt,675 000 zł,"Dwupokojowe 41,6 m2 (Dobra Wola / Jana Kazimierza)","Warszawa, Wola, Odolany, ul. Jana Kazimierza",44545,62474019,"41,60 m²",2,wtórny,blok,4,6,drewniane,miejskie,2013,do zamieszkania,400 zł,pełna własność
665,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-z-ogrodkiem-w-apartamentowcu-ID4e9cR,699 000 zł,Sprzedam mieszkanie z ogródkiem w apartamentowcu,"Warszawa, Wawer, Anin",44545,62477329,"44,50 m²",2,wtórny,apartamentowiec,parter,4,plastikowe,miejskie,2016,do zamieszkania,370 zł,pełna własność
666,https://www.otodom.pl/pl/oferta/4-pokoje-po-remoncie-ID4e9lY,850 000 zł,4 pokoje po remoncie !!!,"Warszawa, Bemowo",44545,62477894,83 m²,3,wtórny,blok,7,12,plastikowe,miejskie,1975,do zamieszkania,740 zł,spółdzielcze własnościowe
667,https://www.otodom.pl/pl/oferta/piekny-loft-na-freta-stare-miasto-bezposrednio-ID4eaho,1 860 000 zł,"Piękny Loft na Freta, Stare Miasto, Bezpośrednio","Warszawa, Śródmieście, Stare Miasto",44545,62481454,101 m²,3,wtórny,kamienica,3,3,drewniane,miejskie,n/a,do zamieszkania,680 zł,n/a
668,https://www.otodom.pl/pl/oferta/wysoki-standard-63-m2-metro-natolin-ID4ebHl,1 060 000 zł,"Wysoki standard 63 m2, Metro Natolin","Warszawa, Ursynów, Natolin, ul. Belgradzka",44545,62486907,63 m²,3,wtórny,blok,1,6,drewniane,miejskie,2001,do zamieszkania,n/a,pełna własność
669,https://www.otodom.pl/pl/oferta/2-pokoje-bielany-po-generelnym-remoncie-ID4ecn1,579 000 zł,"*2 pokoje, Bielany, po generelnym remoncie*","Warszawa, Bielany, al. Aleja Władysława Reymonta",44545,62489491,42 m²,2,wtórny,blok,10,10,plastikowe,miejskie,1972,do zamieszkania,1 zł,spółdzielcze własnościowe
670,https://www.otodom.pl/pl/oferta/ciche-balkon-winda-bezposrednio-ID4ecV2,467 000 zł,ciche balkon winda BEZPOŚREDNIO,"Warszawa, Białołęka, ul. Aluzyjna",44544,62491662,52 m²,2,wtórny,blok,3,9,plastikowe,miejskie,2003,do zamieszkania,500 zł,pełna własność
671,https://www.otodom.pl/pl/oferta/dwustronne-trzypokojowe-mieszkanie-59-m2-ID4edUu,720 000 zł,Dwustronne trzypokojowe mieszkanie - 59 m2,"Warszawa, Mokotów, Aleksandra Patkowskiego",44544,62495410,"58,70 m²",3,wtórny,blok,2,3,plastikowe,miejskie,1992,do zamieszkania,590 zł,spółdzielcze wł. z KW
672,https://www.otodom.pl/pl/oferta/kamienica-obok-metra-36-43-m-bezposrednio-ID4eeH3,560 000 zł,"♥️ Kamienica | obok metra | 36,43 m | BEZPOSREDNIO","Warszawa, Praga-Północ, Nowa Praga, ul. Bertolta Brechta",44545,62498421,"36,43 m²",2,wtórny,kamienica,2,4,plastikowe,miejskie,1955,do zamieszkania,350 zł,pełna własność
673,https://www.otodom.pl/pl/oferta/ekskluzywne-mieszkanie-ochota-okazja-od-reki-ID4eeN2,697 000 zł,Ekskluzywne mieszkanie Ochota - OKAZJA od ręki!,"Warszawa, Ochota",44545,62498792,"36,22 m²",2,wtórny,apartamentowiec,4,5,plastikowe,miejskie,2020,do zamieszkania,290 zł,pełna własność
674,https://www.otodom.pl/pl/oferta/m1-bielany-kw-balkon-do-wejscia-blisko-metra-ID4ef3u,395 000 zł,"M1 Bielany, KW, balkon, do wejścia, blisko metra","Warszawa, Bielany",44545,62499812,33 m²,1,wtórny,n/a,8,10,plastikowe,miejskie,2000,do zamieszkania,450 zł,spółdzielcze wł. z KW
675,https://www.otodom.pl/pl/oferta/klimatyczny-apartament-38-5-m-4-km-od-centrum-ID4efgv,589 000 zł,"Klimatyczny apartament 38,5 m 4 km od Centrum","Warszawa, Ochota",44545,62500620,"38,50 m²",2,wtórny,blok,2,n/a,plastikowe,miejskie,n/a,do zamieszkania,350 zł,pełna własność
676,https://www.otodom.pl/pl/oferta/2-pokoje-garaz-kom-lok-2009-55-60m-ID4efI9,689 000 zł,"2 pokoje, garaż, kom. lok, 2009, 55,60m","Warszawa, Wola, Banderii 4",44545,62502333,"55,60 m²",2,wtórny,apartamentowiec,1,9,n/a,miejskie,2009,do zamieszkania,n/a,n/a
677,https://www.otodom.pl/pl/oferta/bezposrednio-nowe-wlochy-4-pokoje-ID4egnB,749 000 zł,"Bezpośrednio,Nowe Włochy,4 pokoje","Warszawa, Włochy, Nowe Włochy, ul. Jagny",44544,62504903,66 m²,4,wtórny,kamienica,parter,2,plastikowe,gazowe,1938,do zamieszkania,"472,80 zł",pełna własność
678,https://www.otodom.pl/pl/oferta/300pln-m-parkingowe-w-g-podziemnym-ul-pokorna-2-ID4eh1S,30 000 zł,300PLN | M.parkingowe w g. podziemnym ul.Pokorna 2,"Warszawa, Wola, ul. Pokorna",44545,62507400,100 m²,1,wtórny,apartamentowiec,suterena,8,n/a,miejskie,2016,do zamieszkania,300 zł,pełna własność
679,https://www.otodom.pl/pl/oferta/bez-prowizji-prywatne-ogloszenie-posrednika-ID4ehUn,700 000 zł,Bez prowizji -prywatne ogłoszenie pośrednika,"Warszawa, Mokotów, Stegny, ul. Capri",44545,62510779,"63,70 m²",3,wtórny,blok,4,4,drewniane,miejskie,1975,do zamieszkania,640 zł,pełna własność
680,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-31-2m-z-widokiem-na-park-ID4ehWS,395 000 zł,"Przytulna kawalerka 31,2m² z widokiem na park.","Warszawa, Białołęka, Tarchomin, ul. Strumykowa",44545,62510872,"31,20 m²",1,wtórny,blok,2,4,plastikowe,miejskie,2000,do zamieszkania,360 zł,pełna własność
681,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-59-6m2-ursynow-stoklosy-ID4ehVU,769 000 zł,"Sprzedam mieszkanie 59,6m2 - Ursynów, Stokłosy","Warszawa, Ursynów, ul. Zamiany",44545,62510936,"59,60 m²",3,wtórny,blok,2,3,plastikowe,miejskie,1980,do zamieszkania,650 zł,spółdzielcze własnościowe
682,https://www.otodom.pl/pl/oferta/2-piekne-pokoje-do-zamieszkania-budynek-2021r-ID4ei5S,863 000 zł,"2 piękne pokoje, do zamieszkania, budynek 2021r","Warszawa, Wola, ul. Jana Kazimierza",44545,62511492,48 m²,2,pierwotny,blok,6,7,plastikowe,miejskie,2021,do zamieszkania,n/a,pełna własność
683,https://www.otodom.pl/pl/oferta/aleje-jerozolimskie-sprzedam-bezposrednio-39-m2-ID4ei7A,529 000 zł,"Aleje Jerozolimskie , sprzedam bezpośrednio 39 m2","Warszawa, Śródmieście",44545,62511598,"38,41 m²",2,wtórny,n/a,2,8,plastikowe,miejskie,1963,do zamieszkania,508 zł,pełna własność
684,https://www.otodom.pl/pl/oferta/nowe-wykonczone-2-pokoje-i-garderoba-ID4eivm,527 000 zł,Nowe wykończone 2 pokoje i garderoba,"Warszawa, Białołęka, ul. Aluzyjna",44545,62513134,"46,37 m²",2,pierwotny,blok,1,4,plastikowe,miejskie,2021,do zamieszkania,515 zł,pełna własność
685,https://www.otodom.pl/pl/oferta/4-pok-91-m2-polnej-rozy-1-kabaty-taras-100m2-ID4eiyd,1 150 000 zł,"4 pok 91 m2 – Polnej Róży 1, Kabaty, taras 100m2","Warszawa, Ursynów, Kabaty, Polnej Róży 1",44545,62513249,91 m²,4,wtórny,blok,1,5,plastikowe,miejskie,1998,do zamieszkania,1 140 zł,spółdzielcze wł. z KW
686,https://www.otodom.pl/pl/oferta/3-pok-meszk-49-5-m2-na-woli-z-parkingiem-w-cenie-ID4eiK2,669 000 zł,"3 Pok. meszk 49,5 m2 NA WOLI Z PARKINGIEM W CENIE!","Warszawa, Wola, Muranów, ul. Mordechaja Anielewicza",44545,62513982,"49,50 m²",3,wtórny,kamienica,parter,9,plastikowe,miejskie,1968,do zamieszkania,450 zł,spółdzielcze wł. z KW
687,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-w-super-lokalizacji-ochota-ID4ejaW,313 000 zł,Słoneczna kawalerka w super lokalizacji Ochota,"Warszawa, Ochota, Rakowiec, ul. Wiślicka",44544,62515649,"17,80 m²",1,wtórny,blok,8,10,plastikowe,miejskie,1960,do zamieszkania,174 zł,pełna własność
688,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-ursynow-ID4ejcO,690 000 zł,"Mieszkanie 3 pok., Ursynów","Warszawa, Ursynów",44544,62515766,53 m²,3,wtórny,blok,10,11,plastikowe,miejskie,1982,do zamieszkania,800 zł,spółdzielcze własnościowe
689,https://www.otodom.pl/pl/oferta/okazja-centrum-grzybowska-krolewska-2007r-ID4ejdw,1 010 000 zł,Okazja!!!Centrum!!Grzybowska/Królewska!!!2007r.,"Warszawa, Śródmieście, Śródmieście Północne, Grzybowska 3",44544,62515809,"48,60 m²",2,wtórny,apartamentowiec,3,11,aluminiowe,n/a,2007,do zamieszkania,1 000 zł,pełna własność
690,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-na-bemowie-super-lokalizacja-ID4ejlZ,610 000 zł,Mieszkanie 2-pok. na Bemowie - super lokalizacja,"Warszawa, Bemowo, ul. Obrońców Tobruku 38",44544,62516335,"49,20 m²",2,wtórny,blok,3,5,plastikowe,miejskie,n/a,do zamieszkania,n/a,n/a
691,https://www.otodom.pl/pl/oferta/apartament-wlodarzewska-70m2-ogrodek-3-pok-ID4ejwO,977 000 zł,"Apartament Włodarzewska 70m2, ogródek, 3 pok","Warszawa, Ochota",44544,62516944,70 m²,3,wtórny,blok,parter,3,plastikowe,miejskie,2008,do zamieszkania,900 zł,pełna własność
692,https://www.otodom.pl/pl/oferta/2-pokoje-kamienica-ul-kasprowicza-stare-bielany-ID4ejA8,1 050 000 zł,2 pokoje kamienica ul. Kasprowicza Stare Bielany,"Warszawa, Bielany, Stare Bielany, ul. Jana Kasprowicza",44545,62517212,"70,36 m²",2,wtórny,kamienica,1,4,plastikowe,miejskie,1936,do zamieszkania,700 zł,pełna własność
693,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-mieszkanie-47-20-m-3pokoje-ID4eknp,650 000 zł,Sprzedam bezpośrednio mieszkanie 47.20 m 3pokoje,"Warszawa, Ochota, Rakowiec, ul.Jankowska",44545,62520267,"47,20 m²",3,wtórny,blok,4,4,plastikowe,miejskie,1970,do zamieszkania,n/a,spółdzielcze wł. z KW
694,https://www.otodom.pl/pl/oferta/bezposrednio-3-pok-przy-soho-na-kamionku-balkon-ID4eknG,623 888 zł,❤️Bezpośrednio 3 pok przy SOHO na Kamionku Balkon,"Warszawa, Praga-Południe",44545,62520284,48 m²,3,wtórny,blok,9,10,plastikowe,miejskie,1978,do zamieszkania,500 zł,spółdzielcze własnościowe
695,https://www.otodom.pl/pl/oferta/kawalerka-28m2-metro-marymont-bezposrednio-ID4elj3,475 000 zł,Kawalerka 28m2/ METRO MARYMONT/ Bezpośrednio !!!,"Warszawa, Żoliborz, ul. ks. Jerzego Popiełuszki",44545,62523841,28 m²,1,wtórny,blok,2,10,plastikowe,miejskie,n/a,do zamieszkania,245 zł,spółdzielcze własnościowe
696,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-wa-wlochy36m2-bezposrednio-ID4elpY,449 000 zł,"Przytulna kawalerka, Wa-Włochy36m2-BEZPOŚREDNIO!","Warszawa, Włochy, Stare Włochy, ul. Fasolowa",44545,62524270,36 m²,1,wtórny,blok,1,4,drewniane,miejskie,2004,do zamieszkania,380 zł,pełna własność
697,https://www.otodom.pl/pl/oferta/sprzedam-2-pok-49m-warszawa-wola-jana-kazimierza-ID4elN6,790 000 zł,Sprzedam 2 pok. 49m Warszawa Wola Jana Kazimierza,"Warszawa, Wola, ul. Jana Kazimierza",44545,62525704,49 m²,2,wtórny,blok,6,8,plastikowe,miejskie,2017,do zamieszkania,580 zł,pełna własność
698,https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-agd-okazja-ID4em5p,559 000 zł,Gotowe do zamieszkania / AGD / Okazja,"Warszawa, Mokotów, ul. Bełdan",44545,62526839,"46,60 m²",2,wtórny,blok,parter,10,plastikowe,miejskie,1970,do zamieszkania,450 zł,pełna własność
699,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-miejscem-postojowym-ursus-ID4emb0,540 000 zł,"Mieszkanie 2 pokojowe z miejscem postojowym, Ursus","Warszawa, Ursus, ul. Tomcia Palucha",44545,62527186,48 m²,2,wtórny,blok,3,6,plastikowe,gazowe,2002,do zamieszkania,n/a,pełna własność
700,https://www.otodom.pl/pl/oferta/przestronne-jasne-piekne-mokotow-tagore-3-ID4emfF,2 398 600 zł,"Przestronne, jasne, piękne, Mokotów, Tagore 3","Warszawa, Mokotów, ul. Rabindranatha Tagore",44545,62527475,134 m²,4,wtórny,apartamentowiec,5,7,drewniane,miejskie,2001,do zamieszkania,1 000 zł,pełna własność
701,https://www.otodom.pl/pl/oferta/przestronny-apartament-gotowy-do-zamieszkania-ID4emgi,950 000 zł,Przestronny apartament gotowy do zamieszkania,"Warszawa, Ursynów, Kraski",44545,62527514,"71,20 m²",2,wtórny,apartamentowiec,1,3,n/a,n/a,2001,do zamieszkania,n/a,pełna własność
702,https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-w-stylu-loft-muranow-34-65m2-ID4emgH,570 000 zł,"2 pok.mieszkanie w stylu loft, Muranów 34,65m2","Warszawa, Wola, Dzielna",44545,62527539,"34,65 m²",2,wtórny,n/a,4,4,plastikowe,n/a,1950,do zamieszkania,n/a,pełna własność
703,https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-dostepne-od-reki-ID4emGC,599 000 zł,"Gotowe do zamieszkania, dostępne od ręki","Warszawa, Wola, Odolany, Aleja Prymasa Tysiąclecia",44545,62529146,"38,12 m²",2,wtórny,apartamentowiec,6,12,n/a,miejskie,2020,do zamieszkania,n/a,n/a
704,https://www.otodom.pl/pl/oferta/swieze-piekne-2pok-do-zamieszkania-budynek-2021-ID4emYg,791 000 zł,"Świeże, piękne 2pok. do zamieszkania, budynek 2021","Warszawa, Wola, ul. Jana Kazimierza",44545,62530240,44 m²,2,pierwotny,blok,7,7,plastikowe,miejskie,2021,do zamieszkania,n/a,pełna własność
705,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-z-garazem-i-komorka-przy-ikea-ID4en6Y,655 000 zł,KOMFORTOWE 3 pokoje z garażem i komórką przy Ikea,"Warszawa, Targówek, ul. Geodezyjna",44544,62530780,"65,65 m²",3,wtórny,blok,2,4,plastikowe,miejskie,2010,do zamieszkania,550 zł,pełna własność
706,https://www.otodom.pl/pl/oferta/perelka-powisle-nowe-2-pokoje-ID4en7C,735 000 zł,PEREŁKA | Powiśle | Nowe 2 Pokoje,"Warszawa, Śródmieście, ul. Ludna",44544,62530820,40 m²,2,wtórny,blok,6,10,plastikowe,miejskie,1970,do zamieszkania,400 zł,pełna własność
707,https://www.otodom.pl/pl/oferta/mieszkanie-przy-ul-bellottiego-na-sprzedaz-ID4eng0,594 000 zł,Mieszkanie przy ul. Bellottiego na sprzedaż,"Warszawa, Wola, Muranów, ul. Bellottiego 1",44544,62531340,36 m²,2,wtórny,apartamentowiec,2,n/a,n/a,miejskie,2001,do zamieszkania,425 zł,pełna własność
708,https://www.otodom.pl/pl/oferta/warszawa-bielany-reymonta-2pok-kuchnia-42m2-balkon-ID4enhG,499 000 zł,WARSZAWA Bielany Reymonta 2pok+kuchnia 42m2+balkon,"Warszawa, Bielany",44545,62531444,"42,20 m²",2,wtórny,blok,3,10,plastikowe,miejskie,1975,do zamieszkania,350 zł,pełna własność
709,https://www.otodom.pl/pl/oferta/2-pokoje-gotowe-do-zamieszkania-styl-skandynawski-ID4enlm,1 090 000 zł,"2 pokoje, gotowe do zamieszkania styl skandynawski","Warszawa, Wilanów, Krzysztofa Kieślowskiego",44545,62531672,"62,37 m²",2,wtórny,apartamentowiec,1,4,drewniane,miejskie,2016,do zamieszkania,800 zł,pełna własność
710,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-64-m2-bialoleka-magiczna-16-ID4entJ,669 000 zł,MIESZKANIE 3 POKOJE 64 m2 Białołęka Magiczna 16,"Warszawa, Białołęka, Magiczna 16",44545,62532191,64 m²,3,wtórny,blok,1,4,plastikowe,gazowe,2012,do zamieszkania,700 zł,pełna własność
711,https://www.otodom.pl/pl/oferta/anieli-krzywon-4-pokoje-kw-bezposrednio-ID4enVM,719 000 zł,"Anieli Krzywoń, 4 pokoje, KW, bezpośrednio","Warszawa, Bemowo, ul. Anieli Krzywoń",44545,62533992,72 m²,4,wtórny,blok,8,12,plastikowe,miejskie,1976,do zamieszkania,n/a,spółdzielcze wł. z KW
712,https://www.otodom.pl/pl/oferta/kawalerka-z-aneksem-sypialnym-klima-praga-poludni-ID4enXY,415 000 zł,"Kawalerka z aneksem sypialnym, klimą Praga Południ","Warszawa, Praga-Południe, ul. Osiecka",44545,62534066,"35,84 m²",1,wtórny,apartamentowiec,2,2,plastikowe,gazowe,2008,do zamieszkania,250 zł,pełna własność
713,https://www.otodom.pl/pl/oferta/duza-atrakcyjna-kawalerka-praga-poludnie-ID4eo0g,515 000 zł,Duża atrakcyjna kawalerka Praga Południe,"Warszawa, Praga-Południe, ul. Osiecka",44545,62534208,"45,40 m²",1,wtórny,apartamentowiec,1,2,plastikowe,gazowe,2008,do zamieszkania,250 zł,pełna własność
714,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-4-pok-na-dolnym-mokotowie-ID4eoHY,1 300 000 zł,Wygodne mieszkanie 4 pok. na Dolnym Mokotowie,"Warszawa, Mokotów, Dolny Mokotów",44544,62536918,"80,41 m²",4,wtórny,blok,8,8,drewniane,miejskie,2017,do zamieszkania,1 150 zł,pełna własność
715,https://www.otodom.pl/pl/oferta/apartament-kawalerka-32m2-bialy-kamien-mokotow-lux-ID4eoWr,960 000 zł,Apartament kawalerka 32m2 Biały Kamień Mokotów LUX,"Warszawa, Mokotów, Pole Mokotowskie, ul. Biały Kamień",44544,62537753,32 m²,2,wtórny,apartamentowiec,4,5,drewniane,miejskie,2007,do zamieszkania,600 zł,pełna własność
716,https://www.otodom.pl/pl/oferta/sprzedam-atrakcyjne-mieszkanie-wawer-ID4eoVi,450 000 zł,Sprzedam atrakcyjne mieszkanie Wawer,"Warszawa, Wawer, ul. Popradzka 17",44544,62537806,39 m²,2,wtórny,blok,2,3,plastikowe,miejskie,2007,do zamieszkania,500 zł,pełna własność
717,https://www.otodom.pl/pl/oferta/bezposrednio-sprzedam-kawalerke-18-80-m2-ID4eoYm,357 000 zł,"Bezpośrednio sprzedam kawalerkę 18,80 m2","Warszawa, Mokotów, Górny Mokotów, Batory Wschód",44544,62537934,"18,80 m²",1,wtórny,blok,1,15,plastikowe,miejskie,1969,do zamieszkania,240 zł,spółdzielcze własnościowe
718,https://www.otodom.pl/pl/oferta/sprzedam-2-pokoje-bemowo-50m2-ID4ep1t,590 000 zł,"Sprzedam, 2 pokoje Bemowo 50m2","Warszawa, Bemowo, ul. gen. Waleriana Czumy",44545,62538127,"50,40 m²",2,wtórny,blok,3,3,plastikowe,miejskie,n/a,do zamieszkania,500 zł,pełna własność
719,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-tarasem-eng-below-ID4ep33,883 500 zł,3 pokojowe mieszkanie z tarasem - ENG BELOW,"Warszawa, Praga-Południe, ul. Grochowska",44545,62538225,57 m²,3,wtórny,apartamentowiec,4,18,plastikowe,miejskie,2018,do zamieszkania,n/a,pełna własność
720,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63-m2-zoliborz-artystyczny-ID4epgU,1 100 000 zł,3 pokojowe mieszkanie 63 m2 Żoliborz Artystyczny,"Warszawa, Żoliborz",44545,62539084,63 m²,3,wtórny,apartamentowiec,3,6,plastikowe,miejskie,2015,do zamieszkania,800 zł,pełna własność
721,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-gotowe-bemowo-ID4epMA,499 000 zł,NOWE mieszkanie - 2 pokoje - GOTOWE - BEMOWO,"Warszawa, Bemowo, Chrzanów, Szeligowska",44545,62541048,"36,94 m²",2,pierwotny,blok,2,6,plastikowe,miejskie,2020,do zamieszkania,n/a,n/a
722,https://www.otodom.pl/pl/oferta/przy-pkp-wola-mieszkanie-dwupokojowe-2-pokoje-klim-ID4epQE,600 000 zł,Przy PKP Wola mieszkanie dwupokojowe 2 pokoje klim,"Warszawa, Wola, al. Aleja Prymasa Tysiąclecia",44544,62541300,37 m²,2,wtórny,blok,10,10,plastikowe,miejskie,1970,do zamieszkania,400 zł,pełna własność
723,https://www.otodom.pl/pl/oferta/moktow-2-pokoje-ID4epTB,800 000 zł,Moktów 2 pokoje,"Warszawa, Mokotów, ul. Zygmunta Modzelewskiego",44545,62541483,"31,06 m²",2,wtórny,n/a,7,10,plastikowe,miejskie,1975,do zamieszkania,n/a,spółdzielcze wł. z KW
724,https://www.otodom.pl/pl/oferta/srodmiescie-2-pokojowe-mieszkanie-ul-zelazna-ID4epTT,499 000 zł,Śródmieście 2 pokojowe mieszkanie ul.Żelazna,"Warszawa, Śródmieście, ul. Żelazna",44544,62541501,35 m²,2,wtórny,blok,1,10,plastikowe,miejskie,1970,do zamieszkania,500 zł,spółdzielcze wł. z KW
725,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-centrum-graniczna-ID4epUp,575 000 zł,Bezpośrednio 2 Pokoje Centrum Graniczna !,"Warszawa, Śródmieście",44545,62541533,40 m²,2,wtórny,n/a,> 10,15,plastikowe,miejskie,n/a,do zamieszkania,380 zł,pełna własność
726,https://www.otodom.pl/pl/oferta/do-zamieszkania-2-pokoje-mokotow-ID4eq91,490 000 zł,Do zamieszkania|2 pokoje| Mokotów,"Warszawa, Mokotów",44545,62542439,30 m²,2,wtórny,apartamentowiec,4,7,plastikowe,miejskie,2009,do zamieszkania,n/a,pełna własność
727,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-3pok-garderoba-biuro-komor-ID4eqej,785 000 zł,"BEZPOŚREDNIO,Mieszkanie 3pok+garderoba/biuro+komór","Warszawa, Bemowo, ul. Jana Blatona 2",44544,62542767,"63,40 m²",3,wtórny,apartamentowiec,9,11,plastikowe,miejskie,1974,do zamieszkania,530 zł,n/a
728,https://www.otodom.pl/pl/oferta/2-pok-miejsce-w-garazu-zacisze-wilno-ID4eqke,530 000 zł,2 pok+miejsce w garażu; Zacisze-Wilno;,"Warszawa, Targówek, ul. Montwiłłowska",44544,62543134,"38,80 m²",2,wtórny,apartamentowiec,n/a,3,plastikowe,miejskie,2016,do zamieszkania,n/a,pełna własność
729,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-mieszkanie-marysin-wawerski-ID4eqPd,485 000 zł,Sprzedam bezpośrednio mieszkanie Marysin Wawerski,"Warszawa, Wawer, Marysin Wawerski, ul. Korkowa",44545,62545055,"40,33 m²",2,wtórny,blok,1,6,plastikowe,miejskie,2016,do zamieszkania,250 zł,pełna własność
730,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-ul-konstruktorskiej-ID4eqQz,760 000 zł,Przytulne mieszkanie na ul. Konstruktorskiej,"Warszawa, Mokotów, ul. Konstruktorska 10a",44545,62545139,"41,42 m²",2,wtórny,apartamentowiec,2,9,plastikowe,miejskie,2015,do zamieszkania,380 zł,pełna własność
731,https://www.otodom.pl/pl/oferta/sprzedam-nowe-mieszkanie-nowoczesnie-wyposazone-ID4er3o,435 000 zł,SPRZEDAM NOWE MIESZKANIE! Nowocześnie wyposażone!,"Warszawa, Białołęka, ul. Myśliborska",44545,62545934,32 m²,2,wtórny,blok,3,4,plastikowe,miejskie,2020,do zamieszkania,n/a,pełna własność
732,https://www.otodom.pl/pl/oferta/super-kompaktowe-3pok-mieszkanie-na-starej-ochocie-ID4er3A,888 000 zł,super kompaktowe 3pok mieszkanie na Starej Ochocie,"Warszawa, Ochota, Stara Ochota, rokosowska 11 A",44545,62545946,"49,37 m²",3,wtórny,kamienica,1,4,plastikowe,miejskie,1955,do zamieszkania,517 zł,pełna własność
733,https://www.otodom.pl/pl/oferta/bezposrednio-mega-mieszkanie-na-starej-ochocie-ID4er4a,704 000 zł,Bezpośrednio - MEGA mieszkanie na starej Ochocie,"Warszawa, Ochota, Stara Ochota, ul. Częstochowska",44545,62545982,"41,38 m²",2,wtórny,kamienica,6,6,plastikowe,miejskie,1953,do zamieszkania,450 zł,pełna własność
734,https://www.otodom.pl/pl/oferta/60-m2-grochow-ul-zolkiewskiego-36-bezposrednio-ID4erj0,750 000 zł,60 m2 Grochów ul. Żółkiewskiego 36 bezpośrednio,"Warszawa, Praga-Południe, Grochów, ul. Stanisława Żółkiewskiego   36",44545,62546902,60 m²,3,wtórny,apartamentowiec,1,n/a,n/a,n/a,n/a,do zamieszkania,n/a,n/a
735,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-miasteczko-wilanow-ID4erry,1 600 000 zł,Mieszkanie Warszawa Miasteczko Wilanów,"Warszawa, Wilanów, ul. Adama Branickiego",44545,62547432,"72,78 m²",2,wtórny,apartamentowiec,1,4,n/a,miejskie,n/a,do zamieszkania,860 zł,n/a
736,https://www.otodom.pl/pl/oferta/bezposrednio-do-zamieszkania-wyscigi-mokotow-ID4erEj,820 000 zł,"Bezpośrednio, do zamieszkania, Wyścigi, Mokotów","Warszawa, mazowieckie",44545,62548223,62 m²,3,wtórny,blok,2,7,plastikowe,miejskie,1997,do zamieszkania,520 zł,spółdzielcze wł. z KW
